Rank,Domain,Banning Authority,Locale,Type of site,Subcategory,Date blocked
172027,rodina.news,Office of the Prosecutor General,Russia,News,News Aggregator,4/16/22
172085,agentura.ru,Office of the Prosecutor General,Russia,News,Blog,4/20/22
174715,ridl.io,Office of the Prosecutor General,United States,News,International News,4/24/22
175056,kavkazr.com,Office of the Prosecutor General,United States,News,Radio Free Europe/Radio Liberty,3/16/22
175139,vgolos.ua,Office of the Prosecutor General,Ukraine,News,Regional News,3/27/22
176718,ukrrudprom.com,Office of the Prosecutor General,Ukraine,News,Specialist News,4/26/22
177794,kievvlast.com.ua,Office of the Prosecutor General,Ukraine,News,Specialist News,3/31/22
177968,imi.org.ua,Office of the Prosecutor General,Ukraine,Civil Society,Media - Ethics,4/20/22
178412,root-nation.com,Office of the Prosecutor General,Ukraine,News,Specialist News,5/6/22
179789,dynamomania.com,Office of the Prosecutor General,Ukraine,News,Specialist News,3/27/22
180823,real-vin.com,Office of the Prosecutor General,Ukraine,News,National News,4/16/22
181501,blackseanews.net,Office of the Prosecutor General,Ukraine,News,Regional News,4/18/22
181985,hronika.info,Office of the Prosecutor General,Russia,News,Independent News,4/28/22
182421,stalker2.com,Office of the Prosecutor General,Ukraine,Digital Resistance,Ukraine Support Content,3/31/22
183019,rugrad.eu,Office of the Prosecutor General,Russia,News,Local News,3/31/22
183023,psm7.com,Office of the Prosecutor General,Ukraine,News,Specialist News,4/6/22
183660,kanalukraina.tv,Office of the Prosecutor General,Ukraine,News,TV Channel,3/31/22
184049,helsinki.org.ua,Office of the Prosecutor General,Ukraine,Civil Society,Human Rights,5/19/22
184442,sibreal.org,Office of the Prosecutor General,United States,News,Radio Free Europe/Radio Liberty,4/20/22
185182,bin.ua,Office of the Prosecutor General,Ukraine,News,Specialist News,3/16/22
185297,replyua.net,Office of the Prosecutor General,Ukraine,News,National News,5/19/22
185308,topstep.com,Office of the Prosecutor General,United States,Financial,Trading Coaching,3/28/22
186073,fraza.com,Office of the Prosecutor General,Ukraine,News,National News,4/29/22
186258,dnpr.com.ua,Office of the Prosecutor General,Ukraine,News,Local News,5/30/22
188070,chtyvo.org.ua,Office of the Prosecutor General,Ukraine,Cultural,Ukrainian Media,7/27/22
188236,kharkivoda.gov.ua,Office of the Prosecutor General,Ukraine,Government,Military Regional Administration,4/7/22
188254,voxukraine.org,Office of the Prosecutor General,Ukraine,Digital Resistance,Research,3/17/22
188703,aspi.com.ua,Office of the Prosecutor General,Ukraine,News,National News,7/13/22
191198,videforex.com,Office of the Prosecutor General,Marshall Islands,Financial,Foreign Exchange,4/20/22
191205,0564.ua,Office of the Prosecutor General,Ukraine,News,Local News,5/19/22
191498,httptoolkit.tech,Office of the Prosecutor General,Spain,Digital Resistance,Research,4/16/22
191695,moscowtimes.eu,Office of the Prosecutor General,Russia,News,Independent News,4/7/22
191708,agents.media,Office of the Prosecutor General,Russia,News,Independent News,4/30/22
195074,site.ua,Office of the Prosecutor General,Ukraine,News,Blog,4/20/22
199144,companion.ua,Office of the Prosecutor General,Ukraine,News,Blog,4/27/22
199150,flot2017.com,Office of the Prosecutor General,Ukraine,News,Regional News,4/6/22
200266,lbuckshee.com,Office of the Prosecutor General,Russia,News,International News,3/16/22
200466,slavicsac.com,Office of the Prosecutor General,United States,News,Specialist News,3/16/22
200998,ava.md,Office of the Prosecutor General,Moldova,News,International News,3/17/22
201160,glavpost.com,Office of the Prosecutor General,Ukraine,News,News Aggregator,3/27/22
201743,thepage.ua,Office of the Prosecutor General,Ukraine,News,Specialist News,3/20/22
202789,newsroom.kh.ua,Office of the Prosecutor General,Ukraine,News,Local News,4/20/22
203439,nr2.com.ua,Office of the Prosecutor General,Ukraine,News,Independent News,7/13/22
204050,newsmir.info,Office of the Prosecutor General,Ukraine,News,National News,3/26/22
204630,0642.ua,Office of the Prosecutor General,Ukraine,News,Local News,4/29/22
204842,2plus2.ua,Office of the Prosecutor General,Ukraine,News,TV Channel,3/25/22
205460,donpatriot.news,Office of the Prosecutor General,Ukraine,Civil Society,Missing Soldiers / Prisoners,4/22/22
207489,kanaldom.tv,Office of the Prosecutor General,Ukraine,News,TV Channel,3/30/22
208660,bessarabiainform.com,Office of the Prosecutor General,Ukraine,News,Regional News,3/17/22
209127,bigkyiv.com.ua,Office of the Prosecutor General,Ukraine,News,Local News,4/19/22
210046,ukrstream.tv,Office of the Prosecutor General,Ukraine,News,Independent News,7/25/22
211022,6262.com.ua,Office of the Prosecutor General,Ukraine,News,Local News,5/30/22
211410,hyser.com.ua,Office of the Prosecutor General,Ukraine,News,News Aggregator,5/25/22
211683,telekritika.ua,Office of the Prosecutor General,Ukraine,News,Specialist News,7/27/22
212120,atn.ua,Office of the Prosecutor General,Ukraine,News,Local News,4/20/22
213385,kafanews.com,Office of the Prosecutor General,Ukraine,News,Regional News,1/6/22
213979,patrioty.org.ua,Office of the Prosecutor General,Ukraine,News,Blog,3/16/22
214001,doxajournal.ru,Office of the Prosecutor General,Russia,News,Independent News,4/16/22
214397,lenta.ua,Office of the Prosecutor General,Ukraine,News,National News,4/26/22
215018,firenews.video,Office of the Prosecutor General,Russia,News,News Aggregator,4/22/22
215394,dev.ua,Office of the Prosecutor General,Ukraine,News,Specialist News,4/20/22
216634,x-true.info,Office of the Prosecutor General,Russia,News,News Aggregator,7/27/22
217109,daily.com.ua,Office of the Prosecutor General,Ukraine,News,News Aggregator,4/20/22
217196,ntktv.ua,Office of the Prosecutor General,Ukraine,News,TV Channel,5/19/22
217405,salepro.in.ua,Office of the Prosecutor General,Ukraine,Digital Resistance,Site Hijack,6/24/22
217482,volynpost.com,Office of the Prosecutor General,Ukraine,News,Local News,7/6/22
217542,zmina.info,Office of the Prosecutor General,Ukraine,Civil Society,Human Rights,4/27/22
217911,petrimazepa.com,Office of the Prosecutor General,Ukraine,News,Independent News,4/29/22
218691,stopcor.org,Office of the Prosecutor General,Ukraine,News,Specialist News,3/16/22
219939,radiotrek.rv.ua,Office of the Prosecutor General,Ukraine,News,Radio Station,4/27/22
220416,0532.ua,Office of the Prosecutor General,Ukraine,News,Local News,4/20/22
221026,germania.one,Office of the Prosecutor General,Czechia,News,Specialist News,3/27/22
222836,ord-ua.com,Office of the Prosecutor General,Ukraine,News,National News,3/27/22
223332,gorod.dp.ua,Office of the Prosecutor General,Ukraine,News,Local News,5/25/22
223398,strelaua.com,Office of the Prosecutor General,Ukraine,News,News Aggregator,7/8/22
224282,intex-press.by,Office of the Prosecutor General,Belarus,News,International News,5/6/22
224792,zakarpattya.net.ua,Office of the Prosecutor General,Ukraine,News,Regional News,2/26/22
225095,parlament.ua,Office of the Prosecutor General,Ukraine,News,Specialist News,3/22/22
225969,uatv.ua,Office of the Prosecutor General,Ukraine,News,Public Broadcaster,3/13/22
226167,leopolis.news,Office of the Prosecutor General,Ukraine,News,Local News,4/6/22
226713,0542.ua,Office of the Prosecutor General,Ukraine,News,Local News,3/31/22
227148,udf.name,Office of the Prosecutor General,Belarus,News,International News,4/17/22
228169,khersonline.net,Office of the Prosecutor General,Ukraine,News,Local News,3/13/22
228779,iz.com.ua,Office of the Prosecutor General,Ukraine,News,Local News,4/17/22
228868,footballua.tv,Office of the Prosecutor General,Ukraine,News,Specialist News,4/25/22
229701,06274.com.ua,Office of the Prosecutor General,Ukraine,News,Local News,4/21/22
230949,korabelov.info,Office of the Prosecutor General,Ukraine,News,Regional News,4/15/22
231599,uafilm.tv,Office of the Prosecutor General,Ukraine,Digital Resistance,Ukraine Support Content,3/27/22
232397,mykolaiv.news,Office of the Prosecutor General,Ukraine,News,Local News,3/27/22
233152,strana.best,Office of the Prosecutor General,Ukraine,News,National News,5/14/22
235252,iqcent.com,Office of the Prosecutor General,Marshall Islands,Financial,Trading Platform,3/27/22
236020,freerutube.com,Office of the Prosecutor General,Russia,Digital Resistance,Counter-propaganda,3/15/22
236718,syg.ma,Office of the Prosecutor General,Russia,Cultural,Magazine,4/25/22
236741,kherson-news.info,Office of the Prosecutor General,Ukraine,News,Local News,4/26/22
237833,usionline.com,Office of the Prosecutor General,Ukraine,News,Regional News,4/15/22
238038,factograph.info,Office of the Prosecutor General,United States,News,Radio Free Europe/Radio Liberty,4/18/22
240668,zastansyadoma.live,Office of the Prosecutor General,Ukraine,Digital Resistance,Counter-propaganda,3/13/22
241776,0462.ua,Office of the Prosecutor General,Ukraine,News,Local News,7/29/22
243295,bihus.info,Office of the Prosecutor General,Ukraine,News,Independent News,5/26/22
243977,glavred.net,Office of the Prosecutor General,Ukraine,News,National News,3/16/22
244413,glavnoe.net,Office of the Prosecutor General,Russia,News,News Aggregator,3/21/22
244913,donpress.com,Office of the Prosecutor General,Ukraine,News,Local News,4/20/22
245122,officiel-online.com,Office of the Prosecutor General,Ukraine,Lifestyle,Critical content,3/27/22
245644,most-dnepr.info,Office of the Prosecutor General,Ukraine,News,Local News,5/25/22
246419,bit.ua,Office of the Prosecutor General,Ukraine,News,Specialist News,3/27/22
247213,vinnitsa.info,Office of the Prosecutor General,Ukraine,News,Local News,6/24/22
247702,nokta.md,Office of the Prosecutor General,Moldova,News,International News,3/30/22
247943,portal.lviv.ua,Office of the Prosecutor General,Ukraine,News,Local News,5/24/22
248476,kramatorsk.info,Office of the Prosecutor General,Ukraine,News,Local News,5/15/22
249085,charter97.link,Office of the Prosecutor General,Belarus,News,International News,3/20/22
249130,dv-gazeta.info,Office of the Prosecutor General,Ukraine,News,Local News,3/27/22
250106,5692.com.ua,Office of the Prosecutor General,Ukraine,News,Local News,4/28/22
250207,inform.zp.ua,Office of the Prosecutor General,Ukraine,News,Local News,4/15/22
250559,novynarnia.com,Office of the Prosecutor General,Ukraine,News,Specialist News,4/19/22
251601,arsvest.ru,Office of the Prosecutor General,Russia,News,Blog,4/27/22
251747,lekciya.com.ua,Office of the Prosecutor General,Ukraine,Digital Resistance,Site Hijack,6/24/22
252056,holod.media,Office of the Prosecutor General,Russia,News,Independent News,3/16/22
253455,u24.ua,Office of the Prosecutor General,Ukraine,News,TV Channel,3/14/22
253862,freeradio.com.ua,Office of the Prosecutor General,Ukraine,News,Regional News,4/19/22
254141,dnepr.info,Office of the Prosecutor General,Ukraine,News,Local News,3/16/22
254597,prostir.ua,Office of the Prosecutor General,Ukraine,News,Specialist News,6/29/22
254863,rupor.info,Office of the Prosecutor General,Russia,News,Independent News,4/19/22
255991,mult.ru,Office of the Prosecutor General,Russia,Digital Resistance,Ukraine Support Content,4/23/22
256421,tv2.today,Office of the Prosecutor General,Russia,News,Independent News,3/19/22
256681,mikrometoxos.gr,Office of the Prosecutor General,Greece,News,Specialist News,3/31/22
256740,nikopolnews.net,Office of the Prosecutor General,Ukraine,News,Local News,4/29/22
257270,kriminal.tv,Office of the Prosecutor General,Ukraine,News,News Aggregator,5/31/22
257640,khoda.gov.ua,Office of the Prosecutor General,Ukraine,Government,Regional State Administration,7/18/22
258621,tribun.com.ua,Office of the Prosecutor General,Ukraine,News,Regional News,4/28/22
259269,womo.ua,Office of the Prosecutor General,Ukraine,Lifestyle,Critical Content,2/24/22
259891,dailylviv.com,Office of the Prosecutor General,Ukraine,News,Local News,8/2/22
260087,exclusivemarkets.com,Office of the Prosecutor General,Seychelles,Financial,Trading Platform,4/27/22
261101,zbruc.eu,Office of the Prosecutor General,Ukraine,Cultural,Magazine,7/27/22
261331,itsmycity.ru,Office of the Prosecutor General,Russia,News,Local News,3/24/22
261578,rusmonitor.com,Office of the Prosecutor General,Russia,News,Independent News,5/15/22
262292,locals.md,Office of the Prosecutor General,Moldova,Lifestyle,Critical Content,7/13/22
262392,strichka.com,Office of the Prosecutor General,Ukraine,News,News Aggregator,4/22/22
262867,pozitciya.com.ua,Office of the Prosecutor General,Ukraine,News,News Aggregator,3/17/22
265846,newformat.info,Office of the Prosecutor General,Ukraine,News,National News,5/19/22
267009,ua.today,Office of the Prosecutor General,Ukraine,News,News Aggregator,3/20/22
267289,kuzpress.ru,Office of the Prosecutor General,Russia,News,Local News,3/28/22
267356,helpukraine.center,Office of the Prosecutor General,Ukraine,Digital Resistance,Fundraising,3/21/22
267947,trusteeglobal.com,Office of the Prosecutor General,United States,Financial,Crypto,3/27/22
268674,dip.org.ua,Office of the Prosecutor General,Ukraine,News,Specialist News,4/19/22
269039,kordon.org.ua,Office of the Prosecutor General,Ukraine,News,National News,4/26/22
269674,opentv.media,Office of the Prosecutor General,Ukraine,News,TV Channel,3/27/22
269913,fanday.net,Office of the Prosecutor General,Ukraine,News,Specialist News,5/30/22
270124,mig.com.ua,Office of the Prosecutor General,Ukraine,News,Local News,6/24/22
270294,barometr.info,Office of the Prosecutor General,Ukraine,News,National News,4/20/22
270601,ghall.com.ua,Office of the Prosecutor General,Ukraine,News,Specialist News,3/27/22
270663,vencon.ua,Office of the Prosecutor General,Ukraine,Digital Resistance,Ukraine Support Content,5/31/22
271158,dnepr.express,Office of the Prosecutor General,Ukraine,News,Local News,4/15/22
272052,novostiua.news,Office of the Prosecutor General,Ukraine,News,News Aggregator,4/19/22
272265,v-variant.com.ua,Office of the Prosecutor General,Ukraine,News,Regional News,4/29/22
273072,novostey.com,Office of the Prosecutor General,Russia,News,News Aggregator,3/17/22
274028,isrageo.com,Office of the Prosecutor General,Israel,News,International News,4/19/22
274512,redpost.com.ua,Office of the Prosecutor General,Ukraine,News,Local News,7/8/22
274644,theinsider.ua,Office of the Prosecutor General,Ukraine,News,Mirror (Insider),7/27/22
275570,34.ua,Office of the Prosecutor General,Ukraine,News,TV Channel,3/15/22
275694,volyn.com.ua,Office of the Prosecutor General,Ukraine,News,Local News,4/26/22
